	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	hgnc	wikigene_desc
ENSG00000163132	219.0664654943	1.0511975888	0.1925517259	5.4592997489	4.78016141457516e-08	4.75207258889926e-07	ENSG00000163132	MSX1	msh homeobox 1
ENSG00000184156	84.174840521	1.0521617504	0.24533149380000002	4.2887349447	1.7969365565915e-05	0.0001007604407173	ENSG00000184156	KCNQ3	potassium voltage-gated channel subfamily Q member 3
ENSG00000177303	1797.8708588166	1.052653389	0.16631483560000002	6.3292813605	2.46305626377934e-10	3.6622116846803e-09	ENSG00000177303	CASKIN2	CASK interacting protein 2
ENSG00000122254	34.2703920946	1.0540275841	0.2700607024	3.9029283968	9.50358243126957e-05	0.0004420801943938	ENSG00000122254	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2
ENSG00000267519	1578.6440827179	1.0547564499	0.29033500300000004	3.6328945494	0.0002802595731044	0.0011488745957931	ENSG00000267519	ENSG00000267519	
ENSG00000164530	2095.8849147533	1.0559552713	0.2901800717	3.6389655057	0.0002737354585115	0.0011268879234918	ENSG00000164530	PI16	peptidase inhibitor 16
ENSG00000007933	607.5898374597	1.0561156482	0.2943177779	3.5883515289	0.0003327754111804	0.0013318818087291	ENSG00000007933	FMO3	flavin containing dimethylaniline monoxygenase 3
ENSG00000107984	21.1106403385	1.0575147257	0.35146054	3.008914531	0.0026218286148196	0.0080070449760445	ENSG00000107984	DKK1	dickkopf WNT signaling pathway inhibitor 1
ENSG00000075223	2758.9226668393	1.0584668337	0.1782655443	5.9375850683	2.89250970106878e-09	3.58301053274213e-08	ENSG00000075223	SEMA3C	semaphorin 3C
ENSG00000114646	31.324701855	1.0590582303	0.213972612	4.9495036792	7.44029713927955e-07	5.72863222544201e-06	ENSG00000114646	CSPG5	chondroitin sulfate proteoglycan 5
ENSG00000232814	38.6952899502	1.0595769634	0.2106516753	5.0299954269	4.90491534727205e-07	3.95149743914294e-06	ENSG00000232814	COL4A2-AS1	
ENSG00000278535	445.0099281204	1.060861229	0.1279042275	8.2941842505	1.09332877870279e-16	4.3777443785202e-15	ENSG00000278535	ENSG00000278535	ENSG00000278535
ENSG00000120549	1658.1925441101	1.0648640497	0.1270457502	8.3817368756	5.21523187597511e-17	2.1958932600658404e-15	ENSG00000120549	KIAA1217	KIAA1217
ENSG00000279980	14.7104947154	1.0664298028	0.2596414636	4.1073170207	4.00281656981203e-05	0.0002050992970382	ENSG00000279980	ENSG00000279980	ENSG00000279980
ENSG00000020577	2275.9641040085	1.0690333354	0.1376159491	7.7682371997	7.958592180594881e-15	2.39894707157931e-13	ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A
ENSG00000134343	161.4207439612	1.0700813657000001	0.2582267762	4.1439597451	3.41359691493291e-05	0.0001781159668394	ENSG00000134343	ANO3	anoctamin 3
ENSG00000241158	280.18263129	1.070276593	0.1960599735	5.4589245012	4.79027386988891e-08	4.75960597897586e-07	ENSG00000241158	ADAMTS9-AS1	
ENSG00000087237	163.2172501804	1.0720744831	0.41230452570000004	2.6002006190999998	0.0093169274614281	0.0235989453463933	ENSG00000087237	CETP	cholesteryl ester transfer protein
ENSG00000178568	87.0423829428	1.0737474681	0.2484687449	4.3214588967	1.55000928934662e-05	8.81659596090753e-05	ENSG00000178568	ERBB4	erb-b2 receptor tyrosine kinase 4
ENSG00000152952	3057.4875940417	1.0762766383	0.1083442757	9.9338578952	2.9655474944778304e-23	2.614554760507e-21	ENSG00000152952	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
ENSG00000135111	705.1170770423	1.078962312	0.16343384530000002	6.6018290767	4.0611559224308e-11	6.94576020649617e-10	ENSG00000135111	TBX3	T-box transcription factor 3
ENSG00000230635	17.5165308389	1.0790944417	0.3500336955	3.0828301833	0.0020504212475996	0.0064714051443148	ENSG00000230635	CYP4F60P	
ENSG00000162571	40.3809346094	1.0796539394	0.2430911729	4.4413539444	8.93946139960772e-06	5.36167823772703e-05	ENSG00000162571	TTLL10	tubulin tyrosine ligase like 10
ENSG00000243961	24.0835136926	1.0797733285	0.4318340731	2.5004356898999998	0.0124040651617453	0.0300818459738049	ENSG00000243961	PARAL1	
ENSG00000121236	131.1160300084	1.0831420616	0.16370891540000002	6.616268021	3.68380218208294e-11	6.34661662177389e-10	ENSG00000121236	TRIM6	tripartite motif containing 6
ENSG00000164741	5114.498395491	1.0843747855	0.1372103982	7.9030073475	2.7225353213275203e-15	8.845413633081241e-14	ENSG00000164741	DLC1	DLC1 Rho GTPase activating protein
ENSG00000099985	48.4019520026	1.0867557052	0.3873709112	2.805465444	0.0050243968490948	0.0140177014454246	ENSG00000099985	OSM	oncostatin M
ENSG00000253406	11.929277118	1.0887860877	0.3060996575	3.5569660437	0.0003751626276896	0.0014823864016515	ENSG00000253406	ENSG00000253406	
ENSG00000168038	148.9580577653	1.0894089489	0.13862582680000002	7.8586290455	3.8836048984486405e-15	1.23357939951934e-13	ENSG00000168038	ULK4	unc-51 like kinase 4
ENSG00000154096	1143.6840532979	1.0907049954	0.166165587	6.5639643879000005	5.23957201320501e-11	8.77733477573389e-10	ENSG00000154096	THY1	Thy-1 cell surface antigen
ENSG00000217643	28.6636985045	1.0948566514	0.2174092042	5.0359259414	4.75544406178473e-07	3.84758655908037e-06	ENSG00000217643	PTGES3P2	
ENSG00000254585	26.7127595792	1.097080846	0.2178710624	5.0354592022	4.76704655593766e-07	3.85531297476112e-06	ENSG00000254585	MAGEL2	MAGE family member L2
ENSG00000130762	162.4799689043	1.0973743158	0.2003533652	5.4771943288	4.32122576563699e-08	4.33948121138487e-07	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
ENSG00000181649	17.4932526202	1.10022713	0.2898739804	3.7955360065	0.0001473248101987	0.0006520416240213	ENSG00000181649	PHLDA2	pleckstrin homology like domain family A member 2
ENSG00000275342	565.3881497702	1.1004640468	0.1542757518	7.1330979355	9.81346782822005e-13	2.1428733993737697e-11	ENSG00000275342	ENSG00000275342	ENSG00000275342
ENSG00000173530	465.8694082503	1.1007525612	0.2437970072	4.5150372179	6.33056469797691e-06	3.94955729113981e-05	ENSG00000173530	TNFRSF10D	TNF receptor superfamily member 10d
ENSG00000163673	18.6215631649	1.1011963321	0.2987856893	3.6855725406	0.0002281890735094	0.0009590784716727	ENSG00000163673	DCLK3	doublecortin like kinase 3
ENSG00000204301	4604.2992077797	1.1057834524	0.1736940199	6.3662724439	1.93677286658142e-10	2.92603842812007e-09	ENSG00000204301	NOTCH4	notch receptor 4
ENSG00000255974	69.4556212948	1.1062047695	0.17015089930000002	6.5013160301	7.96203652430464e-11	1.28895761974066e-09	ENSG00000255974	CYP2A6	cytochrome P450 family 2 subfamily A member 6
ENSG00000132031	46.4173955416	1.1087907246	0.2535028062	4.3738794895	1.22057776065096e-05	7.12946493538552e-05	ENSG00000132031	MATN3	matrilin 3
ENSG00000174307	3111.1569148171	1.110234147	0.140936051	7.877573829	3.3379895751215604e-15	1.06969464558375e-13	ENSG00000174307	PHLDA3	pleckstrin homology like domain family A member 3
ENSG00000143858	59.7656836523	1.112490054	0.1319292329	8.4324757263	3.38428008109773e-17	1.4711434176605102e-15	ENSG00000143858	SYT2	synaptotagmin 2
ENSG00000152128	78.2676891413	1.1137428166	0.2719786168	4.0949646326	4.22232838526349e-05	0.0002152876178042	ENSG00000152128	TMEM163	transmembrane protein 163
ENSG00000145283	66.0525309068	1.1138540323	0.2251203871	4.9478150189	7.5051180265546e-07	5.77617259920774e-06	ENSG00000145283	SLC10A6	solute carrier family 10 member 6
ENSG00000211445	47899.9381258057	1.1197185201	0.1776457656	6.3030971552	2.91755875606435e-10	4.2837244628719705e-09	ENSG00000211445	GPX3	glutathione peroxidase 3
ENSG00000100312	39.3780564463	1.1199105706	0.304770344	3.6746048057	0.0002382178462652	0.0009963235935445	ENSG00000100312	ACR	acrosin
ENSG00000188112	97.6966508245	1.1199417617	0.2872683743	3.8985905234000002	9.67542302896624e-05	0.0004492937257714	ENSG00000188112	C6orf132	chromosome 6 open reading frame 132
ENSG00000137225	169.2760264655	1.1201771582	0.17079885120000002	6.5584583885	5.436687274883189e-11	9.075160029780571e-10	ENSG00000137225	CAPN11	calpain 11
ENSG00000189420	144.0783777391	1.120769708	0.1517474797	7.3857550064	1.51590697338066e-13	3.77549297786675e-12	ENSG00000189420	ZFP92	ZFP92 zinc finger protein
ENSG00000176842	38.4121026852	1.1223965067	0.4207287246	2.6677439428	0.0076362431258733	0.0199639439873	ENSG00000176842	IRX5	iroquois homeobox 5
ENSG00000258986	14.7633966081	1.1240440848	0.2514554191	4.4701525577	7.81638235840424e-06	4.76880585797509e-05	ENSG00000258986	TMEM179	transmembrane protein 179
ENSG00000069535	4158.7696145274	1.1242890506	0.12669168150000001	8.8742136604	7.04292388705092e-19	3.78527494715829e-17	ENSG00000069535	MAOB	monoamine oxidase B
ENSG00000103154	17.8245865238	1.1247834327	0.2792181123	4.0283326301	5.61738296800824e-05	0.000276583205968	ENSG00000103154	NECAB2	N-terminal EF-hand calcium binding protein 2
ENSG00000236283	22.1414854624	1.1261807182	0.2483392124	4.5348485535	5.76448329321963e-06	3.63381106959958e-05	ENSG00000236283	ENSG00000236283	
ENSG00000185347	208.4029109357	1.1285074931	0.303241835	3.7214769297	0.0001980609633076	0.0008464694651693	ENSG00000185347	TEDC1	tubulin epsilon and delta complex 1
ENSG00000264215	47.2880945698	1.130905969	0.38467528360000003	2.9398976673	0.0032832066096675	0.0096957598557866	ENSG00000264215	ENSG00000264215	
ENSG00000182950	45.6657844751	1.1360597785	0.2660816619	4.2695906604000005	1.95832037763249e-05	0.00010899614218	ENSG00000182950	ODF3L1	outer dense fiber of sperm tails 3 like 1
ENSG00000090339	1005.4069082295	1.1364422184	0.3124248284	3.6374900934000003	0.0002753077777376	0.001131044576271	ENSG00000090339	ICAM1	intercellular adhesion molecule 1
ENSG00000142798	19241.6848539689	1.1371432349	0.1217138175	9.3427620515	9.38532047316477e-21	6.205877928364831e-19	ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2
ENSG00000067082	8920.5848160178	1.1384697128	0.12266673260000001	9.280998102	1.67898291721727e-20	1.0724360613069099e-18	ENSG00000067082	KLF6	Kruppel like factor 6
ENSG00000112378	956.0581223669	1.1393191189	0.1408668888	8.0879128426	6.06958117772296e-16	2.18353764246091e-14	ENSG00000112378	PERP	p53 apoptosis effector related to PMP22
ENSG00000239552	22.4131210055	1.1395794386	0.2271135008	5.017664889	5.2303305988783e-07	4.18018501008011e-06	ENSG00000239552	HOXB-AS2	
ENSG00000129675	5060.083102275	1.1403485209	0.0982340366	11.6084868349	3.7316067011767103e-31	8.65133854832067e-29	ENSG00000129675	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
ENSG00000266968	85.9745039756	1.1427182225	0.22306064750000001	5.1229037277	3.00865984738683e-07	2.53930891119448e-06	ENSG00000266968	ENSG00000266968	
ENSG00000234840	221.6980299777	1.1453917067	0.2711805359	4.2237238852	2.40298425513189e-05	0.0001309507873683	ENSG00000234840	LINC01239	
ENSG00000041515	269.2923308037	1.1457703485	0.15270253820000002	7.5032829315	6.22390114443403e-14	1.61657869420922e-12	ENSG00000041515	MYO16	myosin XVI
ENSG00000269933	24.3292781896	1.1470403405	0.2027012446	5.6587730531	1.52459001536618e-08	1.66261764800008e-07	ENSG00000269933	ENSG00000269933	
ENSG00000119681	3686.4625218235	1.147483539	0.1747610993	6.5660123655	5.1680526208869796e-11	8.67299912132588e-10	ENSG00000119681	LTBP2	latent transforming growth factor beta binding protein 2
ENSG00000062282	10542.5826468654	1.1517957504	0.2352030054	4.8970282002	9.72968797289825e-07	7.28523965083957e-06	ENSG00000062282	DGAT2	diacylglycerol O-acyltransferase 2
ENSG00000250240	25.7689011137	1.1534218414	0.1936395002	5.9565421323	2.5763071692967304e-09	3.21892696821179e-08	ENSG00000250240	ENSG00000250240	
ENSG00000163736	27.6281972872	1.1587045269	0.3763918898	3.0784524276	0.002080787487732	0.0065584270278819	ENSG00000163736	PPBP	pro-platelet basic protein
ENSG00000173208	949.3752280301	1.1590324787	0.1741292513	6.6561618461	2.8107073989399e-11	4.93753734749227e-10	ENSG00000173208	ABCD2	ATP binding cassette subfamily D member 2
ENSG00000277494	2773.2477718672	1.1607338883	0.18101850660000002	6.4122387811	1.43397998274979e-10	2.21818040329969e-09	ENSG00000277494	ENSG00000277494	ENSG00000277494
ENSG00000158615	2708.2523245443	1.1648434383	0.1915691301	6.0805383278	1.19779715056214e-09	1.5986803617915e-08	ENSG00000158615	PPP1R15B	protein phosphatase 1 regulatory subunit 15B
ENSG00000274642	15.6129005256	1.16518041	0.2775025714	4.1988094171	2.68322027107107e-05	0.0001445029924589	ENSG00000274642	ENSG00000274642	ENSG00000274642
ENSG00000130522	5634.7147545574	1.1652848728	0.204800165	5.6898629574	1.2714136812964e-08	1.4061176396387e-07	ENSG00000130522	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
ENSG00000133027	1017.3921338016	1.1661640289	0.2183220586	5.3414851274	9.21881807091513e-08	8.67335593956489e-07	ENSG00000133027	PEMT	phosphatidylethanolamine N-methyltransferase
ENSG00000186188	257.041526973	1.1685016347000001	0.2180639902	5.3585263375	8.39035069006739e-08	7.97784281563421e-07	ENSG00000186188	FFAR4	free fatty acid receptor 4
ENSG00000005471	38.0772939665	1.1689007429	0.24511582410000002	4.7687689988	1.85355051054445e-06	1.30220071221527e-05	ENSG00000005471	ABCB4	ATP binding cassette subfamily B member 4
ENSG00000091656	477.5103346487	1.1698775899	0.1120956018	10.4364272162	1.69053962573241e-25	1.9809258797861e-23	ENSG00000091656	ZFHX4	zinc finger homeobox 4
ENSG00000143384	13376.3334502703	1.1714775354	0.1753929168	6.6791610349	2.4031398538387397e-11	4.2816473733622006e-10	ENSG00000143384	MCL1	MCL1 apoptosis regulator, BCL2 family member
ENSG00000182782	1353.1106093835	1.1718026038	0.1723550928	6.7987698241	1.0551624189911499e-11	1.973595126119e-10	ENSG00000182782	HCAR2	hydroxycarboxylic acid receptor 2
ENSG00000147255	107.1422394016	1.1779449352	0.21290607150000002	5.5326977146	3.15342665932379e-08	3.24128074632958e-07	ENSG00000147255	IGSF1	immunoglobulin superfamily member 1
ENSG00000133937	51.7314530987	1.1792001824	0.1790451332	6.5860499045	4.5168205981830896e-11	7.68309547221741e-10	ENSG00000133937	GSC	goosecoid homeobox
ENSG00000076706	27885.4073210833	1.1799598768	0.1031814441	11.4357759519	2.77048745588614e-30	5.912157265237019e-28	ENSG00000076706	MCAM	melanoma cell adhesion molecule
ENSG00000131480	340.8627813348	1.1808801631999999	0.1444464633	8.1752099451	2.95351135869294e-16	1.10486035467918e-14	ENSG00000131480	AOC2	amine oxidase copper containing 2
ENSG00000188015	30.4871115022	1.1824503666	0.23227154860000002	5.0908101899	3.56536795172989e-07	2.95081731007209e-06	ENSG00000188015	S100A3	S100 calcium binding protein A3
ENSG00000074181	4277.0628356522	1.18363128	0.1572925268	7.5250318884	5.27074588288824e-14	1.39211444352684e-12	ENSG00000074181	NOTCH3	notch receptor 3
ENSG00000158458	116.5655657541	1.1839886998	0.1418270828	8.3481143107	6.936142846346321e-17	2.8627214617920303e-15	ENSG00000158458	NRG2	neuregulin 2
ENSG00000164236	504.6389021486	1.1844450788	0.17418264290000002	6.8000178388	1.04606197275588e-11	1.95852420602021e-10	ENSG00000164236	ANKRD33B	ankyrin repeat domain 33B
ENSG00000153531	70.6391518708	1.1853411846	0.15334626440000002	7.7298341081	1.0768682193971801e-14	3.1696721460908697e-13	ENSG00000153531	ADPRHL1	ADP-ribosylhydrolase like 1
ENSG00000196549	3926.3570160723	1.1860401776	0.1726042808	6.8714412663	6.35564592768743e-12	1.22664619605388e-10	ENSG00000196549	MME	membrane metalloendopeptidase
ENSG00000164161	39.317530491	1.1886610202	0.29281121600000004	4.0594791292	4.91823034557423e-05	0.0002463398384992	ENSG00000164161	HHIP	hedgehog interacting protein
ENSG00000101144	37.4202649973	1.1926961175	0.3009204306	3.9634933232	7.3860930279305e-05	0.0003537450675121	ENSG00000101144	BMP7	bone morphogenetic protein 7
ENSG00000198743	1078.0721821493	1.1935198902	0.15965875870000001	7.4754426244	7.69444246868559e-14	1.9712678733894498e-12	ENSG00000198743	SLC5A3	solute carrier family 5 member 3
ENSG00000106258	69.5017178304	1.1949756441	0.30828245860000003	3.8762362587	0.0001060846818488	0.0004869626596038	ENSG00000106258	CYP3A5	cytochrome P450 family 3 subfamily A member 5
ENSG00000174807	4501.4857712733	1.1951686654	0.18306639730000002	6.5286075607	6.638393168766719e-11	1.0879202826136e-09	ENSG00000174807	CD248	CD248 molecule
ENSG00000198753	471.5659584142	1.1959735571	0.2995224426	3.9929347089	6.52605424550108e-05	0.0003162652198097	ENSG00000198753	PLXNB3	plexin B3
ENSG00000119042	191.2511346973	1.1973701986	0.1366486375	8.7624013009	1.91134441588605e-18	9.85322726941618e-17	ENSG00000119042	SATB2	SATB homeobox 2
ENSG00000134548	678.2684475598	1.1983472042	0.4675985219	2.5627694441999997	0.0103840978933198	0.0258658939300507	ENSG00000134548	SPX	spexin hormone
ENSG00000206159	31.1337824795	1.1999775199	0.45453277620000004	2.6400241804	0.0082900112133387	0.021378484011987	ENSG00000206159	GYG2P1	
ENSG00000147257	2873.9275366902	1.2002300701	0.1563581051	7.6761615234	1.63926408068667e-14	4.65714677325492e-13	ENSG00000147257	GPC3	glypican 3
ENSG00000125347	2182.5391655918	1.2027913699	0.370343631	3.2477711755	0.0011631276992521	0.003951225590495	ENSG00000125347	IRF1	interferon regulatory factor 1
ENSG00000078053	143.3041254777	1.2053988817	0.1840135927	6.5505969644	5.730753195008709e-11	9.51527977445345e-10	ENSG00000078053	AMPH	amphiphysin
ENSG00000196155	341.7633080981	1.2069433552	0.14815996280000002	8.1462179938	3.7548297402538005e-16	1.39076819905772e-14	ENSG00000196155	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4
ENSG00000279086	41.6072206542	1.2081496936	0.36393030470000004	3.319728195	0.0009010512997742	0.0031627742726095	ENSG00000279086	ENSG00000279086	ENSG00000279086
ENSG00000154493	29.9595863572	1.208966459	0.27266994180000004	4.4338090628	9.25826273319526e-06	5.54226700244418e-05	ENSG00000154493	C10orf90	chromosome 10 open reading frame 90
ENSG00000136997	2706.4323562545	1.2144286951	0.2458376338	4.9399625128	7.81375915177916e-07	6.00141444217836e-06	ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor
ENSG00000198576	49.2740344343	1.2149066863	0.33283796200000004	3.6501445893	0.0002620927322673	0.0010841055989532	ENSG00000198576	ARC	activity regulated cytoskeleton associated protein
ENSG00000112149	752.2652393832	1.2227211869	0.2376766845	5.144472582	2.6827342838737e-07	2.28580159332415e-06	ENSG00000112149	CD83	CD83 molecule
ENSG00000115112	139.6018491684	1.2234341737	0.3620853443	3.3788558223000003	0.0007278817047026	0.0026357289881626	ENSG00000115112	TFCP2L1	transcription factor CP2 like 1
ENSG00000128266	414.0885365828	1.226215301	0.1409402132	8.7002515001	3.3114944282625898e-18	1.67168155560062e-16	ENSG00000128266	GNAZ	G protein subunit alpha z
ENSG00000178878	4641.9058654769	1.2273101543	0.25493061980000004	4.814290865	1.47723514866219e-06	1.0657318039465e-05	ENSG00000178878	APOLD1	apolipoprotein L domain containing 1
ENSG00000262601	36.9446469919	1.2285706714	0.2123110705	5.7866538405	7.18023287031532e-09	8.34391046235466e-08	ENSG00000262601	ENSG00000262601	ENSG00000262601
ENSG00000134569	103.1580990811	1.234507161	0.18012423900000002	6.8536426200000005	7.199280604724419e-12	1.37954378036857e-10	ENSG00000134569	LRP4	LDL receptor related protein 4
ENSG00000151929	1714.3674098147	1.2351238897	0.1367341458	9.0330318204	1.6698009902163e-19	9.64836701392981e-18	ENSG00000151929	BAG3	BCL2 associated athanogene 3
ENSG00000099194	46146.2068028976	1.2351597866	0.35741938440000004	3.4557716804	0.0005487199025718	0.0020621194817682	ENSG00000099194	SCD	stearoyl-CoA desaturase
ENSG00000136867	22.3561654846	1.2355095401	0.2023129932	6.106921364	1.0157124962264901e-09	1.37124838006018e-08	ENSG00000136867	SLC31A2	solute carrier family 31 member 2
ENSG00000256006	18.5318309451	1.2370726386	0.3183039367	3.8864509543	0.0001017204665659	0.0004684180092307	ENSG00000256006	ENSG00000256006	
ENSG00000105991	14.0207537319	1.2405679636	0.3214256737	3.8595795699	0.0001135822697601	0.0005183381394474	ENSG00000105991	HOXA1	homeobox A1
ENSG00000277363	81.0933609722	1.2422903088	0.251706344	4.9354747648	7.9956018953238e-07	6.12604683771055e-06	ENSG00000277363	ENSG00000277363	ENSG00000277363
ENSG00000196666	120.9536186331	1.2446268341	0.3114233031	3.996575791	6.42653126763729e-05	0.0003121290923274	ENSG00000196666	FAM180B	family with sequence similarity 180 member B
ENSG00000147883	1752.9275176663	1.2469333678	0.19325565900000002	6.4522476306	1.10203308112408e-10	1.7390822882713501e-09	ENSG00000147883	CDKN2B	cyclin dependent kinase inhibitor 2B
ENSG00000250802	158.7376590253	1.2496954154	0.22902748320000002	5.4565303598	4.85528292719847e-08	4.81401045880993e-07	ENSG00000250802	ZBED3-AS1	
ENSG00000078098	106.9531917824	1.2509462401	0.2137829211	5.8514788432	4.872212683762821e-09	5.83515829007538e-08	ENSG00000078098	FAP	fibroblast activation protein alpha
ENSG00000168779	127.1968605799	1.2511279976	0.3669075029	3.4099275365	0.0006498014197201	0.0023907956232219	ENSG00000168779	SHOX2	short stature homeobox 2
ENSG00000173334	2176.9982526898	1.2550555652	0.2304758569	5.4454969037	5.16609620643911e-08	5.10063725871293e-07	ENSG00000173334	TRIB1	tribbles pseudokinase 1
ENSG00000138669	24.9043376046	1.2593751041	0.3785821367	3.3265571242	0.0008792599572821	0.0030949620876853	ENSG00000138669	PRKG2	protein kinase cGMP-dependent 2
ENSG00000135046	26343.3336552662	1.2600712275000001	0.1153260579	10.9261623115	8.6426714196357e-28	1.3303338245027801e-25	ENSG00000135046	ANXA1	annexin A1
ENSG00000170345	36468.1524850409	1.2607783909	0.2692995429	4.6816952497	2.84512230178911e-06	1.92050868818468e-05	ENSG00000170345	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
ENSG00000167470	1536.1429960349	1.2636643083	0.2689817224	4.6979560431	2.62777966225013e-06	1.78858551204767e-05	ENSG00000167470	MIDN	midnolin
ENSG00000133110	2301.1901782729	1.2663388235	0.16812359999999998	7.532189553	4.98964521472771e-14	1.3234540605560998e-12	ENSG00000133110	POSTN	periostin
ENSG00000084636	2145.1752495548	1.267231402	0.1495624627	8.4729241509	2.39308414106519e-17	1.07511308815941e-15	ENSG00000084636	COL16A1	collagen type XVI alpha 1 chain
ENSG00000138135	110.1275372261	1.2683164461	0.3232359443	3.9238100481	8.71594672904641e-05	0.0004105261189484	ENSG00000138135	CH25H	cholesterol 25-hydroxylase
ENSG00000138131	318.625123965	1.270134953	0.1253056438	10.136294857	3.81288045465985e-24	3.8495743041966297e-22	ENSG00000138131	LOXL4	lysyl oxidase like 4
ENSG00000184838	41.4941342739	1.2705054689	0.2512401715	5.0569360044	4.26046127838197e-07	3.47253482407704e-06	ENSG00000184838	PRR16	proline rich 16
ENSG00000163660	5328.6152441953	1.2726865505	0.2085649666	6.1021108729	1.0467671941141701e-09	1.40912122854982e-08	ENSG00000163660	CCNL1	cyclin L1
ENSG00000046604	1212.0526643218	1.2734975589	0.14188181560000002	8.9757630583	2.8139445413421e-19	1.59165857053805e-17	ENSG00000046604	DSG2	desmoglein 2
ENSG00000243384	17.9213212586	1.2754244117	0.3620646756	3.5226424936000003	0.0004272672882345	0.0016568675305994	ENSG00000243384	ENSG00000243384	
ENSG00000064042	4194.5936837507	1.2772525306	0.1265873626	10.0898897392	6.12382657066947e-24	5.897402008748819e-22	ENSG00000064042	LIMCH1	LIM and calponin homology domains 1
ENSG00000175267	27.2628787587	1.2774282354	0.2545341434	5.0186910813	5.20247301181341e-07	4.16087055744651e-06	ENSG00000175267	VWA3A	von Willebrand factor A domain containing 3A
ENSG00000125657	27.7484802188	1.2793720727	0.3404139417	3.7582834186	0.0001710830333533	0.000745248963893	ENSG00000125657	TNFSF9	TNF superfamily member 9
ENSG00000160886	33.7072598424	1.2798742656	0.29817865730000004	4.2923067571	1.76826424482333e-05	9.94198630345429e-05	ENSG00000160886	LY6K	lymphocyte antigen 6 family member K
ENSG00000120658	101.4679491211	1.2809286602	0.191326254	6.6949968111	2.15676335430818e-11	3.86099704771719e-10	ENSG00000120658	ENOX1	ecto-NOX disulfide-thiol exchanger 1
ENSG00000175793	16.7964938455	1.281967999	0.2568285701	4.9915318932	5.99022890540581e-07	4.71714512565595e-06	ENSG00000175793	SFN	stratifin
ENSG00000224940	526.8106595828	1.2825215655	0.24414556410000002	5.2531020598	1.49558605700906e-07	1.33233446701011e-06	ENSG00000224940	PRRT4	proline rich transmembrane protein 4
ENSG00000216863	16.9380869131	1.284367604	0.39037932940000003	3.2900502342	0.001001694981333	0.0034693526474462	ENSG00000216863	LY86-AS1	LY86 antisense RNA 1
ENSG00000242268	37.5120669465	1.2871111474	0.2723579118	4.7258078126	2.29202349162068e-06	1.57720443932373e-05	ENSG00000242268	LINC02082	
ENSG00000206145	37.8411104582	1.2888379989	0.3627208448	3.5532504333	0.0003805020437534	0.0015005140444449	ENSG00000206145	P2RX6P	
ENSG00000167434	1311.2541735583	1.2934729529	0.1757835044	7.3583295378999996	1.86225861995856e-13	4.57141890512441e-12	ENSG00000167434	CA4	carbonic anhydrase 4
ENSG00000101542	105.6271913151	1.2972525164	0.26961197	4.8115538654000005	1.497613590135e-06	1.07918977778762e-05	ENSG00000101542	CDH20	cadherin 20
ENSG00000248869	20.4341715327	1.2982284105	0.2714104908	4.7832654029	1.72470157957778e-06	1.22081307813386e-05	ENSG00000248869	LINC02511	
ENSG00000160789	12902.7430362301	1.3024423976000001	0.1612943087	8.0749433011	6.75080071350917e-16	2.41472926855217e-14	ENSG00000160789	LMNA	lamin A/C
ENSG00000280054	34.2560180049	1.3076762812	0.2759985312	4.7379827553	2.15856175819135e-06	1.49909878909302e-05	ENSG00000280054	ENSG00000280054	ENSG00000280054
ENSG00000178053	227.698335206	1.3092776551	0.20493428290000001	6.388768324	1.67227187019301e-10	2.55106364340816e-09	ENSG00000178053	MLF1	myeloid leukemia factor 1
ENSG00000023839	82.1986276147	1.3115480931999999	0.1730244181	7.580132952	3.45201030674125e-14	9.39610113683879e-13	ENSG00000023839	ABCC2	ATP binding cassette subfamily C member 2
ENSG00000230018	34.2397852947	1.3160089553	0.25460691080000003	5.1687872532	2.35617926069574e-07	2.03059616046835e-06	ENSG00000230018	PPIAP39	
ENSG00000120075	48.5646255119	1.3173984979	0.2397589937	5.4946781236	3.91423672977844e-08	3.95615993264313e-07	ENSG00000120075	HOXB5	homeobox B5
ENSG00000186472	254.1903547585	1.3256615955	0.2673342091	4.958817654	7.0923497161373e-07	5.48321265209314e-06	ENSG00000186472	PCLO	piccolo presynaptic cytomatrix protein
ENSG00000006016	82.8782612312	1.3299456016	0.324980107	4.0923908043	4.26948311057939e-05	0.0002172808220421	ENSG00000006016	CRLF1	cytokine receptor like factor 1
ENSG00000174564	77.6580195563	1.3371883649	0.1927081357	6.9389305229	3.9507935927205295e-12	7.859317042129109e-11	ENSG00000174564	IL20RB	interleukin 20 receptor subunit beta
ENSG00000134531	21554.8536428124	1.338293943	0.1332467465	10.0437269841	9.79035854845924e-24	9.14692254634408e-22	ENSG00000134531	EMP1	epithelial membrane protein 1
